,bedrooms,bathrooms,sqft_living,floors,yr_built,zipcode,waterfront_view,landscape_view,condition_evaluation,grade_evaluation,renovated,price/sqft
4593,3,2,1920,2,1997,98116,No,No,Regular,Good,No,468.75
4594,3,2,3230,2,1945,98117,No,No,Really Good,Regular,No,263.16
4595,3,1,1260,1,1966,98008,No,No,God,Regular,No,309.52
4596,3,1,1540,1,1955,98155,No,No,God,Regular,No,224.03
4597,3,2,1700,2,2005,98029,No,No,Regular,Regular,No,314.41
4598,6,5,3600,2,1971,98126,No,No,Regular,Regular,No,178.75
4599,3,2,3150,1,1925,98112,No,No,God,Regular,No,383.02
4600,2,1,1280,1,1929,98116,No,No,God,Regular,No,386.72
4601,2,1,980,1,1950,98115,No,No,Regular,Regular,Yes,545.92
4602,4,2,2190,2,2004,98065,No,No,Regular,Regular,No,198.63
4603,4,2,2470,2,2009,98166,No,No,Regular,Regular,No,123.48
4604,4,2,2590,2,2001,98115,No,No,Regular,Good,No,308.49
4605,4,2,2580,2,1999,98052,No,No,Regular,Good,No,271.32
4606,3,2,1270,2,2005,98107,No,No,Regular,Regular,No,367.72
4607,3,1,1250,1,1959,98058,No,No,Regular,Regular,No,210.4
4608,4,2,4660,2,2003,98059,No,No,Regular,Good,No,163.09
4609,4,2,2019,2,2008,98022,No,No,Regular,Regular,No,145.12
4610,3,2,1490,1,1989,98002,No,No,Regular,Regular,No,164.43
4611,2,1,1560,1,1949,98070,No,No,Bad,Regular,No,116.03
4612,3,1,1030,1,1962,98056,No,No,God,Regular,No,233.01
4613,4,2,2560,1,1975,98033,No,No,God,Regular,No,343.75
4614,3,2,1460,1,1995,98038,No,No,Regular,Regular,No,195.21
4615,2,1,770,1,1950,98125,No,No,Regular,Regular,No,529.22
4616,4,2,1960,2,2004,98056,No,No,Regular,Regular,No,165.82
4617,3,1,1900,1,1978,98155,No,No,Regular,Regular,No,213.16
4618,3,2,1970,1,1927,98106,No,No,Regular,Regular,No,148.07
4619,3,2,2490,2,1995,98022,No,No,Regular,Regular,No,148.59
4620,3,1,1430,1,1953,98166,No,No,God,Regular,No,188.81
4621,4,2,2680,1,1952,98033,No,No,Regular,Regular,Yes,298.51
4622,3,1,1610,1,1928,98103,No,No,Really Good,Regular,No,389.13
4623,4,3,4300,2,1987,98040,No,Yes,Regular,Good,No,262.79
4624,4,2,3200,2,2003,98038,No,No,Regular,Regular,No,124.98
4625,3,1,2140,1,1958,98166,No,No,God,Regular,No,195.79
4626,4,2,4240,2,1989,98075,No,No,Regular,Good,No,273.58
4627,4,3,3410,2,2008,98004,No,No,Regular,Good,No,412.02
4628,4,2,2090,2,1967,98033,No,No,Really Good,Regular,No,339.71
4629,3,1,1410,1,1942,98033,No,No,God,Regular,No,460.99
4630,4,2,2820,2,1984,98072,No,No,God,Good,No,131.17
4631,4,2,2770,2,1997,98014,No,No,Regular,Good,No,231.41
4632,3,1,1400,1,1951,98155,No,No,Regular,Regular,No,287.86
4633,3,3,3620,2,2005,98199,No,No,Regular,Good,No,280.39
4634,4,2,2260,1,1974,98040,No,No,God,Regular,No,382.74
4635,4,2,3440,1,1931,98040,Yes,No,Really Good,Good,No,722.38
4636,4,1,2150,2,1926,98126,No,No,God,Regular,No,376.74
4637,3,2,1256,3,2005,98125,No,No,Regular,Regular,No,252.19
4638,4,2,2220,2,1989,98027,No,No,Regular,Regular,No,293.92
4639,6,2,2850,1,1962,98106,No,No,Regular,Regular,No,126.32
4640,2,1,700,1,1953,98056,No,No,God,Regular,No,297.14
4641,4,2,3700,2,1992,98077,No,No,Regular,Good,No,242.7
4642,4,1,1400,1,1961,98028,No,No,Regular,Regular,No,210.71
4643,4,1,3130,2,1978,98133,No,No,Regular,Regular,No,208.47
4644,4,3,2170,2,1992,98029,No,No,Regular,Regular,No,258.06
4645,3,1,1020,1,1957,98056,No,No,God,Regular,No,274.51
4646,3,2,1760,1,1937,98148,No,No,Really Good,Regular,No,164.74
4647,3,2,1860,1,1978,98055,No,No,Regular,Regular,No,213.71
4648,2,1,1140,1,1956,98077,No,No,Regular,Regular,No,333.33
4649,3,2,1670,1,1988,98045,No,No,Regular,Regular,No,249.04
4650,2,1,1710,1,1923,98115,No,No,God,Regular,No,277.78
4651,1,1,500,1,1928,98106,No,No,Really Bad,Regular,No,250.0
4652,3,1,1470,1,1958,98042,No,No,Regular,Regular,No,161.9
4653,4,1,1370,1,1953,98168,No,No,Regular,Regular,No,216.06
4654,6,3,3470,1,1924,98028,No,No,Regular,Regular,No,136.89
4655,3,2,1650,1,1910,98116,No,No,Regular,Regular,No,236.36
4656,3,1,1180,1,1940,98116,No,No,Regular,Regular,No,360.17
4657,6,3,3110,1,1921,98103,No,No,Really Good,Regular,No,233.12
4658,3,2,2080,1,1973,98052,No,No,God,Regular,No,290.87
4659,3,1,1600,2,1906,98122,No,No,Bad,Regular,No,188.75
4660,3,2,2380,2,1931,98199,No,No,Really Good,Good,No,372.27
4661,4,1,1630,1,1918,98115,No,No,Really Good,Regular,No,331.29
4662,4,2,1910,2,1975,98072,No,No,Regular,Regular,No,227.75
4663,4,3,3140,2,1992,98146,No,No,Regular,Regular,No,130.25
4664,3,1,1250,1,1975,98052,No,No,Regular,Regular,No,324.0
4665,3,2,1990,2,2004,98075,No,No,Regular,Regular,No,281.51
4666,4,1,2110,1,1975,98058,No,No,Regular,Regular,No,153.55
4667,4,2,2490,2,1999,98092,No,No,Regular,Good,No,156.63
4668,2,1,800,1,1938,98055,No,No,Regular,Regular,No,517.5
4669,3,2,2360,2,1998,98065,No,No,Regular,Regular,No,187.08
4670,3,2,1770,2,1992,98106,No,No,Regular,Regular,No,211.86
4671,4,2,2710,2,1999,98074,No,No,Regular,Good,No,246.68
4672,5,1,1940,1,1940,98125,No,No,God,Regular,No,278.35
4673,4,3,3450,2,1960,98166,No,No,God,Good,Yes,300.0
4674,4,3,3440,2,2014,98116,No,No,Regular,Good,No,390.99
4675,4,2,2410,1,1956,98033,No,No,God,Regular,No,314.52
4676,4,2,2290,2,1978,98004,No,No,Regular,Good,No,414.79
4677,3,1,1030,1,1927,98116,No,No,Regular,Regular,No,553.4
4678,4,2,2290,2,1988,98006,No,No,God,Good,No,321.4
4679,3,1,1490,1,1906,98122,No,No,God,Regular,No,449.66
4680,4,1,2370,1,1949,98105,No,No,Really Good,Good,No,476.79
4681,4,2,1930,1,1914,98122,No,No,God,Regular,No,336.79
4682,2,1,1600,1,1918,98112,No,No,Really Good,Regular,No,431.25
4683,4,2,2240,2,1988,98053,No,No,Regular,Regular,No,272.32
4684,2,1,770,1,1924,98117,No,No,Really Good,Regular,No,537.01
4685,3,2,2300,2,1968,98075,No,No,Regular,Regular,Yes,332.61
4686,4,2,3400,2,2001,98006,No,No,Regular,Good,No,243.59
4687,2,1,900,1,1918,98055,No,No,Regular,Regular,No,227.78
4688,3,2,1450,1,1995,98133,No,No,Regular,Regular,No,320.69
4689,4,2,2240,2,2005,98133,No,No,Regular,Regular,No,248.21
4690,4,2,1780,2,1994,98029,No,No,Regular,Regular,No,303.37
4691,4,2,2320,2,2004,98059,No,No,Regular,Regular,No,182.33
4692,3,1,1590,1,1963,98007,No,No,Regular,Regular,No,235.85
4693,3,1,990,1,1936,98168,No,No,Regular,Regular,No,175.0
4694,3,1,2605,1,2003,98019,No,No,Regular,Regular,No,230.29
4695,5,2,2870,1,1976,98107,No,No,Regular,Regular,No,225.09
4696,5,4,5180,2,2001,98065,No,No,Regular,Good,No,207.53
4697,4,2,2180,1,1900,98122,No,No,Regular,Regular,No,255.96
4698,2,1,850,1,1949,98126,No,No,Regular,Regular,No,416.47
4699,4,4,4050,2,1990,98040,No,No,Regular,Good,No,295.06
4700,4,2,2250,1,1909,98122,No,No,Regular,Regular,No,297.78
4701,6,4,3100,3,1978,98112,No,No,Regular,Good,No,362.9
4702,2,1,1747,2,1948,98001,No,No,God,Regular,No,153.12
4703,4,2,2410,2,2002,98092,No,No,Regular,Regular,No,124.4
4704,4,1,2070,1,1958,98008,No,No,God,Regular,No,207.73
4705,5,1,1860,1,1921,98103,No,No,Regular,Regular,No,416.67
4706,3,1,950,1,1944,98126,No,No,Regular,Regular,No,350.53
4707,3,2,1060,1,1951,98125,No,No,God,Regular,No,316.98
4708,2,1,880,2,1945,98199,No,No,God,Regular,No,367.05
4709,4,2,2550,2,2001,98027,No,No,Regular,Good,No,225.49
4710,2,2,1550,2,2008,98106,No,No,Regular,Regular,No,211.61
4711,3,1,1590,1,1926,98117,No,No,God,Regular,No,360.06
4712,3,1,1650,1,1908,98115,No,No,Really Good,Regular,No,363.64
4713,4,3,2430,2,2003,98038,No,No,Regular,Regular,No,169.55
4714,3,2,1810,1,1960,98033,No,No,Really Good,Regular,No,457.18
4715,4,2,2890,2,1994,98023,No,No,Regular,Regular,No,103.81
4716,3,2,1280,2,1985,98118,No,No,God,Regular,No,324.22
4717,7,2,3410,1,1906,98102,No,No,God,Regular,No,219.94
4718,3,2,2220,2,1914,98122,No,No,Regular,Regular,Yes,360.36
4719,3,1,1060,1,1954,98118,No,No,Regular,Regular,No,396.23
4720,3,1,1120,1,1957,98056,No,No,God,Regular,No,237.5
4721,4,2,2680,2,2004,98019,No,No,Regular,Regular,No,186.19
4722,4,1,1770,2,1947,98116,No,No,Regular,Regular,No,248.59
4723,3,2,2950,2,1918,98166,No,No,God,Regular,No,167.8
4724,2,1,1260,1,1951,98103,No,No,God,Regular,No,500.0
4725,3,1,1430,1,1972,98034,No,No,Really Good,Regular,No,296.5
4726,4,2,2730,2,1986,98052,No,No,Regular,Good,No,278.39
4727,4,3,3270,2,1990,98074,No,No,Regular,Good,No,198.78
4728,4,1,1720,1,1960,98042,No,No,Really Good,Regular,No,144.48
4729,3,1,1270,1,1962,98056,No,No,God,Regular,No,298.9
4730,4,2,3260,1,1978,98125,No,No,Regular,Regular,No,165.03
4731,4,2,2050,2,1988,98029,No,No,Regular,Regular,No,258.54
4732,4,2,2050,2,1967,98008,No,No,Regular,Regular,No,265.85
4733,4,3,3580,1,1985,98072,No,No,Regular,Good,No,258.38
4734,4,2,1960,1,1983,98072,No,No,God,Good,No,288.27
4735,2,1,840,1,1947,98199,No,No,Regular,Regular,No,482.26
4736,3,1,1300,1,1963,98008,No,No,God,Regular,No,386.15
4737,3,2,1260,2,2003,98029,No,No,Regular,Regular,No,337.3
4738,3,2,1650,2,1985,98031,No,No,Regular,Regular,No,141.52
4739,3,2,1710,2,1986,98030,No,No,Regular,Regular,No,167.84
4740,3,1,1180,1,1966,98002,No,No,Regular,Regular,No,161.02
4741,3,2,2780,2,1979,98053,No,No,Regular,Regular,No,239.57
4742,2,1,950,1,1909,98118,No,No,God,Regular,No,347.37
4743,5,3,3620,2,1958,98040,No,No,Regular,Good,Yes,411.6
4744,3,2,2140,2,1987,98038,No,No,Regular,Regular,No,183.64
4745,4,2,1920,1,1998,98178,No,No,Regular,Regular,No,183.85
4746,2,1,750,1,1916,98108,No,No,Regular,Regular,No,346.67
4747,3,2,2060,2,2001,98005,No,No,Regular,Regular,No,330.1
4748,3,2,2380,1,1963,98004,No,No,God,Regular,No,386.97
4749,2,1,750,1,1949,98125,No,No,Regular,Regular,No,425.33
4750,3,1,1160,1,1983,98074,No,No,Bad,Regular,No,241.38
4751,3,1,1050,1,1942,98146,No,No,Regular,Regular,No,209.52
4752,3,1,1740,1,1977,98042,No,No,God,Regular,No,125.86
4753,4,2,2050,1,1988,98074,No,No,Regular,Regular,No,257.56
4754,3,1,1980,1,1949,98133,No,No,God,Regular,No,204.55
4755,3,2,1690,2,2014,98029,No,No,Regular,Regular,No,220.7
4756,4,3,2320,1,1910,98144,No,No,God,Good,No,402.82
4757,3,1,2480,2,1940,98177,No,No,Regular,Good,No,590.73
4758,4,2,2290,2,1958,98199,No,No,God,Good,No,425.76
4759,5,2,3180,2,1990,98033,No,No,God,Good,No,251.84
4760,7,3,3470,2,1980,98007,No,No,God,Good,No,273.78
4761,4,3,1540,1,1902,98107,No,No,Really Good,Regular,No,405.19
4762,5,2,2800,2,1963,98075,Yes,No,Regular,Good,Yes,660.71
4763,3,1,1050,1,1953,98028,No,No,Regular,Regular,No,295.24
4764,3,1,1480,1,1968,98055,No,No,God,Regular,No,212.84
4765,3,2,1010,1,1942,98033,No,No,Really Good,Regular,No,668.32
4766,3,1,1660,1,1965,98005,No,No,God,Regular,No,295.18
4767,5,2,2760,1,1958,98126,No,No,Regular,Regular,No,217.39
4768,2,1,1040,1,1949,98014,No,No,Regular,Regular,Yes,148.08
4769,4,1,2220,2,1964,98166,No,No,God,Regular,No,216.22
4770,3,1,1270,1,1954,98198,No,No,Regular,Regular,No,155.04
4771,3,3,2960,2,1989,98011,No,No,Regular,Good,No,248.31
4772,3,2,1330,1,1986,98003,No,No,Regular,Regular,No,154.51
4773,2,1,1210,2,2014,98029,No,No,Regular,Regular,No,295.2
4774,4,2,2120,2,1998,98030,No,No,Regular,Regular,No,129.72
4775,3,1,2090,1,1948,98002,No,No,God,Regular,No,118.9
4776,3,2,2680,2,1990,98092,No,No,Regular,Regular,Yes,130.6
4777,4,2,1790,1,1987,98045,No,No,Regular,Regular,No,217.88
4778,3,2,1950,1,1956,98028,No,No,Regular,Regular,No,200.0
4779,5,2,3740,1,1979,98074,No,No,God,Good,No,176.47
4780,3,1,1140,1,1950,98155,No,No,Really Good,Regular,No,271.93
4781,3,2,2480,2,2000,98052,No,No,Regular,Good,No,289.11
4782,5,2,2580,1,1964,98198,No,No,Regular,Regular,No,100.78
4783,3,2,2290,1,1960,98103,No,No,God,Regular,No,325.33
4784,4,2,2320,1,1975,98072,No,No,God,Regular,No,202.59
4785,3,2,2530,2,1997,98031,No,No,Regular,Regular,No,169.57
4786,4,2,1400,1,1969,98155,No,No,Regular,Regular,No,157.14
4787,3,3,2060,2,2007,98119,No,No,Regular,Regular,No,241.26
4788,3,1,1640,1,1909,98103,No,No,Really Good,Regular,No,436.65
4789,4,1,1960,1,1979,98027,No,No,Regular,Regular,No,189.29
4790,5,2,3000,1,1961,98027,No,No,God,Regular,No,126.33
4791,3,1,1320,1,1954,98039,No,No,God,Regular,No,710.23
4792,4,2,1760,1,1906,98103,No,No,Really Good,Regular,No,409.09
4793,3,3,2130,2,1924,98136,No,Yes,Really Good,Regular,No,289.2
4794,3,2,1390,1,1988,98030,No,No,Regular,Regular,No,186.33
4795,3,1,1400,1,1904,98117,No,No,God,Regular,No,384.29
4796,3,2,3230,1,1966,98034,No,No,God,Regular,No,187.31
4797,3,1,1110,1,1967,98034,No,No,Regular,Regular,No,333.29
4798,3,2,1670,2,2002,98038,No,No,Regular,Regular,No,185.63
4799,3,1,1540,1,1960,98198,No,No,God,Regular,No,147.73
4800,4,2,2090,1,1973,98023,No,No,Regular,Good,No,131.1
4801,3,2,1410,1,1987,98034,No,No,Regular,Regular,No,290.78
4802,3,2,1370,1,1964,98042,No,No,Really Good,Regular,No,258.98
4803,4,2,1910,1,1954,98199,No,No,Regular,Regular,No,340.31
4804,3,2,1678,1,1994,98030,No,No,Regular,Regular,No,210.37
4805,3,1,960,1,1977,98038,No,No,God,Regular,No,234.35
4806,2,1,2080,1,1951,98155,No,Yes,Regular,Regular,No,288.46
4807,3,2,1790,1,1976,98034,No,No,God,Regular,No,244.41
4808,3,2,2540,2,1999,98034,No,No,Regular,Good,No,223.23
4809,5,1,1790,2,1963,98198,No,No,Regular,Regular,No,125.7
4810,2,1,940,1,1941,98118,No,No,Regular,Regular,No,271.28
4811,5,3,6810,2,1922,98102,No,No,Regular,Good,No,364.02
4812,2,1,900,1,1951,98117,No,No,Regular,Regular,No,411.11
4813,4,1,1900,1,1975,98033,No,No,Regular,Regular,No,355.26
4814,3,1,1440,1,1953,98108,No,No,Regular,Regular,No,197.92
4815,3,1,2070,1,1973,98058,No,No,God,Regular,No,149.76
4816,4,2,2240,1,1972,98034,No,No,God,Regular,No,212.05
4817,4,2,3320,2,2006,98042,No,No,God,Regular,No,123.49
4818,4,2,1950,1,1947,98109,No,No,Regular,Regular,No,458.97
4819,3,1,1240,1,1941,98125,No,No,Regular,Regular,No,302.42
4820,4,2,1830,2,2003,98038,No,No,Regular,Regular,No,190.71
4821,3,1,1740,1,1903,98122,No,No,Regular,Regular,No,373.85
4822,3,1,1410,1,1950,98004,No,No,God,Regular,No,539.01
4823,4,2,2050,1,1986,98116,No,No,God,Regular,No,234.15
4824,4,2,3220,2,1993,98075,No,No,Regular,Good,No,213.98
4825,3,1,1960,1,1911,98108,No,No,Really Good,Regular,No,211.73
4826,3,1,1070,1,1968,98002,No,No,God,Regular,No,182.24
4827,5,2,2820,1,1967,98168,No,No,God,Regular,No,112.77
4828,4,3,4060,1,1989,98092,No,No,Regular,Good,No,99.51
4829,2,1,800,1,1925,98118,No,No,God,Regular,No,424.94
4830,3,1,1260,1,1979,98022,No,No,Regular,Regular,No,170.63
4831,3,2,2420,2,1990,98092,No,No,Regular,Regular,No,140.45
4832,1,1,810,2,1982,98033,No,No,God,Regular,No,351.85
4833,3,1,1600,1,1947,98107,No,No,Regular,Regular,No,343.75
4834,4,1,1350,1,1964,98103,No,No,God,Regular,No,318.52
4835,3,1,970,1,1967,98003,No,No,Regular,Regular,No,225.77
4836,2,1,1780,1,1947,98117,No,No,God,Regular,No,311.8
4837,3,2,1350,1,1989,98038,No,No,Regular,Regular,No,172.59
4838,3,1,1840,1,1972,98003,No,No,God,Regular,No,134.78
4839,5,2,2550,1,1975,98166,No,No,God,Regular,No,178.04
4840,4,2,1700,2,1931,98112,No,No,Regular,Regular,Yes,558.82
4841,3,2,2430,2,1980,98055,No,No,Really Good,Regular,No,147.74
4842,5,2,2740,1,1962,98155,No,No,Regular,Regular,No,148.72
4843,3,1,1560,1,1964,98001,No,No,God,Regular,No,143.59
4844,2,1,1040,1,1954,98146,No,No,Regular,Regular,No,201.92
4845,4,1,1820,1,1968,98042,No,No,Really Good,Regular,No,143.41
4846,3,3,1833,3,1998,98115,No,No,Regular,Good,No,392.25
4847,3,2,2160,2,1994,98126,No,No,Regular,Regular,No,203.7
4848,3,2,2100,2,1998,98045,No,No,Regular,Good,No,250.0
4849,3,1,1370,2,1968,98034,No,No,Regular,Regular,No,273.72
4850,2,2,1414,2,1986,98006,No,No,Regular,Regular,No,302.69
4851,5,3,4115,2,2014,98053,No,No,Regular,Good,No,240.3
4852,3,1,1550,1,1949,98002,No,No,God,Regular,No,129.0
4853,4,2,2100,1,1929,98112,No,No,Regular,Regular,No,400.0
4854,3,1,1160,1,1992,98022,No,No,God,Regular,No,245.69
4855,5,2,3597,2,2006,98001,No,No,Regular,Regular,No,91.74
4856,3,1,1230,1,1960,98198,No,No,Regular,Regular,No,119.92
4857,4,2,2190,2,1978,98032,No,No,Really Good,Regular,No,146.12
4858,3,1,1040,1,1967,98027,No,No,God,Regular,No,367.79
4859,5,4,4690,2,1926,98112,No,No,Regular,Good,No,436.67
4860,4,2,2270,1,1974,98006,No,No,Really Good,Regular,No,262.56
4861,4,2,1950,2,1979,98023,No,No,God,Regular,No,112.82
4862,3,2,1880,2,1993,98031,No,No,Regular,Regular,No,172.87
4863,4,2,2850,2,2001,98075,No,No,Regular,Good,No,238.58
4864,2,1,1160,1,1947,98125,No,No,Regular,Regular,No,150.86
4865,3,1,1370,1,1966,98023,No,Yes,God,Regular,No,195.62
4866,4,3,3260,2,1997,98053,No,No,Regular,Good,No,219.33
4867,7,2,3170,2,1969,98027,No,No,Regular,Regular,No,189.27
4868,0,1,390,1,1953,98118,No,No,Bad,Bad,No,584.62
4869,5,2,3450,2,1992,98052,No,No,Regular,Good,No,275.36
4870,2,1,1490,1,1983,98092,No,No,Regular,Regular,No,318.79
4871,3,1,1460,1,1963,98075,No,No,God,Regular,No,479.45
4873,3,1,1300,1,1962,98024,No,No,Regular,Regular,No,284.23
4874,4,2,1540,1,1978,98032,No,No,God,Regular,No,139.61
4875,4,2,2130,2,1964,98008,No,No,God,Regular,No,278.62
4876,2,1,1350,1,2008,98053,No,No,Regular,Regular,No,369.48
4877,5,3,2450,2,1951,98115,No,No,Regular,Regular,Yes,346.53
4878,4,2,1940,2,1925,98112,No,No,God,Good,No,593.43
4879,5,2,2890,2,2003,98029,No,No,Regular,Good,No,285.47
4880,3,1,1680,1,1989,98058,No,No,Regular,Regular,No,157.74
4881,4,2,1960,1,1985,98023,No,No,God,Regular,No,145.41
4882,3,1,1590,1,1979,98038,No,No,Regular,Regular,No,150.94
4883,4,1,1390,1,1958,98003,No,No,Regular,Regular,No,187.77
4884,4,1,2440,1,1978,98032,No,No,Regular,Regular,No,135.25
4885,4,2,1850,1,1978,98032,No,No,God,Regular,No,135.14
4886,4,2,2800,2,1993,98003,No,No,Regular,Regular,No,125.0
4887,3,2,3780,1,1986,98072,No,No,Regular,Good,No,246.03
4888,3,2,1910,1,1980,98030,No,No,God,Regular,No,143.98
4889,4,2,2460,1,1969,98106,No,No,Regular,Regular,No,132.11
4890,1,1,810,1,1936,98106,No,Yes,Regular,Regular,No,314.81
4891,3,1,1900,1,1943,98117,No,No,God,Regular,No,295.89
4892,2,1,3490,1,1980,98006,No,No,Regular,Good,No,272.78
4893,3,2,2200,1,1988,98058,No,No,Really Good,Regular,No,165.91
4894,3,1,1190,1,1969,98077,No,No,God,Regular,No,279.75
4895,3,2,2040,2,1983,98052,No,No,God,Regular,No,353.43
4896,4,2,2400,2,1999,98065,No,No,Regular,Regular,No,203.03
4897,3,2,1670,2,1995,98055,No,No,Regular,Regular,No,185.63
4898,2,1,990,1,1908,98118,No,No,Regular,Regular,No,247.47
4899,3,1,2920,1,1964,98055,No,No,God,Regular,No,111.3
4900,3,1,1840,1,1971,98075,No,No,Regular,Regular,No,298.91
4901,2,1,910,1,1906,98118,No,No,God,Regular,No,384.62
4902,5,2,2950,2,2006,98058,No,No,Regular,Regular,No,203.05
4903,3,1,1240,1,1955,98166,No,No,God,Regular,No,209.64
4904,4,2,1980,2,1996,98038,No,No,Regular,Regular,No,121.21
4905,3,1,1200,1,1969,98042,No,No,God,Regular,No,155.0
4906,3,1,1280,1,1982,98074,No,No,Regular,Regular,No,308.59
4907,4,2,3150,2,2004,98058,No,No,Regular,Good,No,150.79
4908,5,3,3500,2,1996,98075,No,No,Regular,Good,No,232.86
4909,3,1,1680,1,1951,98040,No,No,God,Regular,No,340.48
4910,3,2,1360,2,1986,98052,No,No,Regular,Regular,No,308.46
4911,3,2,2110,1,1980,98023,No,No,Regular,Regular,No,141.56
4912,2,1,2034,1,1947,98070,Yes,No,Really Good,Regular,No,269.91
4913,3,1,1900,1,1960,98168,No,No,Regular,Regular,No,146.32
4914,4,2,2380,1,1926,98118,No,No,Regular,Regular,Yes,191.18
4915,5,3,4050,1,1988,98166,No,No,God,Good,No,228.4
4916,2,1,1120,3,1999,98103,No,No,Regular,Regular,No,415.18
4917,4,4,2850,2,1999,98029,No,No,Regular,Regular,No,217.54
4918,4,2,2360,1,1963,98155,No,No,Regular,Regular,No,211.82
4919,5,3,2540,1,1962,98006,No,No,Regular,Regular,Yes,244.09
4920,3,1,1160,1,1941,98115,No,No,Regular,Regular,No,387.93
4921,4,3,2710,2,2007,98029,No,No,Regular,Good,No,254.61
4923,5,2,3120,2,1969,98004,No,No,God,Good,No,621.79
4924,3,2,1870,1,1951,98040,No,No,God,Regular,Yes,445.19
4925,3,1,1010,1,1955,98188,No,No,Really Good,Regular,No,242.57
4926,3,2,2980,1,1990,98077,No,No,Regular,Good,No,275.17
4927,4,2,2420,2,2005,98038,No,No,Regular,Regular,No,152.48
4928,4,3,3830,2,2014,98053,No,No,Regular,Good,No,274.15
4929,3,3,3040,3,1993,98118,No,No,Regular,Good,No,214.8
4930,2,1,1460,1,1980,98045,No,No,Regular,Regular,No,151.13
4931,5,3,1940,1,2007,98168,No,No,Regular,Regular,No,154.64
4932,4,3,3780,2,2001,98029,No,No,Regular,Good,No,256.61
4933,4,2,1950,2,2004,98058,No,No,Regular,Regular,No,184.62
4934,3,2,2450,2,2000,98074,No,No,Regular,Good,No,274.49
4935,4,1,1730,1,1953,98056,No,No,God,Regular,No,154.91
4936,4,1,1690,1,1929,98126,No,No,Regular,Regular,No,260.36
4937,3,2,2550,2,1981,98144,No,No,Regular,Good,Yes,549.02
4938,4,2,2290,2,1986,98074,No,No,Regular,Good,No,257.64
4939,4,2,2710,1,1962,98001,No,No,God,Regular,No,132.47
4940,4,1,1880,1,1978,98023,No,No,God,Regular,No,141.76
4941,4,2,2930,2,2014,98056,No,No,Regular,Regular,No,216.72
4942,3,2,3110,2,2001,98092,No,No,Regular,Good,No,179.74
4943,4,2,3480,2,1989,98053,No,No,Regular,Good,No,257.18
4944,2,1,1110,1,1961,98072,No,No,Regular,Regular,No,563.06
4945,4,2,2440,1,1957,98007,No,No,God,Regular,No,266.39
4946,4,1,2280,1,1957,98055,No,No,Regular,Regular,No,137.06
4947,3,1,900,1,1944,98168,No,No,Regular,Regular,No,250.0
4948,4,1,1980,1,1968,98052,No,No,Regular,Regular,No,214.65
4949,3,2,3360,1,1988,98022,No,No,God,Regular,No,98.21
4950,5,2,2340,2,1973,98052,No,No,Regular,Regular,No,244.44
4951,4,2,3110,2,2002,98042,No,No,Regular,Regular,No,124.28
4952,2,1,980,1,1904,98107,No,No,Regular,Regular,No,461.22
4953,4,2,1480,1,1943,98122,No,No,Regular,Regular,No,187.84
4954,3,2,1800,1,1976,98072,No,No,God,Regular,No,263.83
4955,2,1,2130,1,1946,98199,No,No,Regular,Regular,No,211.27
4956,2,1,1270,1,1900,98115,No,No,Regular,Regular,No,481.1
4957,2,2,1150,2,2004,98001,No,No,Regular,Regular,No,186.17
4958,3,2,1840,2,2012,98038,No,No,Regular,Regular,No,172.28
4959,4,3,3180,2,1979,98177,No,Yes,God,Good,No,314.47
4960,5,2,1510,2,1946,98105,No,Yes,God,Regular,No,662.25
4961,4,2,3070,2,2005,98059,No,No,Regular,Regular,No,171.01
4962,3,2,1800,2,1983,98034,No,No,Regular,Regular,No,242.22
4963,3,1,1540,1,1983,98074,No,No,Regular,Regular,No,292.21
4964,3,1,2330,1,1980,98074,No,No,Regular,Regular,No,252.58
4965,4,1,1400,1,1953,98166,No,No,Regular,Regular,No,242.86
4966,4,2,2846,1,2000,98001,No,No,Regular,Regular,No,169.36
4967,4,3,5830,2,2005,98024,No,No,Regular,Good,No,270.15
4968,3,2,3380,2,1965,98008,No,No,Regular,Regular,Yes,221.6
4969,3,1,1440,1,1968,98058,No,No,God,Regular,No,229.17
4970,3,2,1740,3,2008,98116,No,No,Regular,Regular,No,326.44
4971,3,1,1470,1,1957,98022,No,No,God,Regular,No,162.59
4972,3,2,2810,2,2003,98011,No,No,Regular,Regular,No,187.9
4973,4,3,2090,1,1994,98106,No,No,Regular,Regular,No,184.21
4974,4,3,4110,2,1979,98028,No,No,God,Good,No,200.73
4975,5,3,3230,2,2002,98136,No,Yes,Regular,Good,No,252.32
4976,4,2,2601,2,1995,98072,No,No,Regular,Good,No,240.29
4977,3,1,2070,1,1955,98136,No,No,Regular,Regular,No,333.33
4978,3,1,1660,1,1957,98106,No,No,Regular,Regular,No,126.51
4979,4,1,1590,1,1924,98103,No,No,Regular,Regular,No,376.73
4980,3,1,1860,1,1951,98199,No,No,Regular,Regular,No,462.37
4981,3,1,1420,1,1954,98188,No,No,God,Regular,No,103.66
4982,3,1,1240,1,1910,98116,No,No,God,Regular,No,384.6
4983,4,2,2500,1,1978,98027,No,No,God,Regular,No,180.0
4984,4,2,2640,2,1999,98019,No,No,Regular,Regular,No,215.91
4985,3,1,1440,1,1910,98115,No,No,God,Regular,No,394.1
